Id,Id2,Geography,HousingUnits,MOE
1600000US2747122,2747122,"Northome city, Minnesota",102,29
1600000US2747212,2747212,"Northrop city, Minnesota",114,26
1600000US2747221,2747221,"North St. Paul city, Minnesota",4781,214
1600000US2747520,2747520,"Norwood Young America city, Minnesota",1381,142
1600000US2747536,2747536,"Nowthen city, Minnesota",1536,79
1600000US2747680,2747680,"Oakdale city, Minnesota",10896,320
1600000US2747690,2747690,"Oak Grove city, Minnesota",2767,215
1600000US2747914,2747914,"Oak Park Heights city, Minnesota",2119,170
1600000US2747923,2747923,"Oakport CDP, Minnesota",478,46
1600000US2748058,2748058,"Odessa city, Minnesota",85,23
1600000US2748094,2748094,"Odin city, Minnesota",64,18
1600000US2748130,2748130,"Ogema city, Minnesota",75,19
1600000US2748166,2748166,"Ogilvie city, Minnesota",207,38
1600000US2748184,2748184,"Okabena city, Minnesota",79,14
1600000US2748202,2748202,"Oklee city, Minnesota",210,30
1600000US2748256,2748256,"Olivia city, Minnesota",1167,60
1600000US2748310,2748310,"Onamia city, Minnesota",432,54
1600000US2748562,2748562,"Ormsby city, Minnesota",93,43
1600000US2748580,2748580,"Orono city, Minnesota",3299,149
1600000US2748598,2748598,"Oronoco city, Minnesota",437,49
1600000US2748634,2748634,"Orr city, Minnesota",178,27
1600000US2748706,2748706,"Ortonville city, Minnesota",1097,48
1600000US2748760,2748760,"Osage CDP, Minnesota",192,33
1600000US2748796,2748796,"Osakis city, Minnesota",947,72
1600000US2748976,2748976,"Oslo city, Minnesota",110,28
1600000US2749012,2749012,"Osseo city, Minnesota",1266,51
1600000US2749030,2749030,"Ostrander city, Minnesota",124,24
1600000US2749138,2749138,"Otsego city, Minnesota",5082,209
1600000US2749210,2749210,"Ottertail city, Minnesota",400,48
1600000US2749300,2749300,"Owatonna city, Minnesota",10786,136
1600000US2749498,2749498,"Palisade city, Minnesota",100,22
1600000US2749732,2749732,"Parkers Prairie city, Minnesota",505,61
1600000US2749768,2749768,"Park Rapids city, Minnesota",2060,135
1600000US2749966,2749966,"Paynesville city, Minnesota",1188,81
1600000US2750056,2750056,"Pease city, Minnesota",75,26
1600000US2750164,2750164,"Pelican Rapids city, Minnesota",1085,88
1600000US2750200,2750200,"Pemberton city, Minnesota",107,23
1600000US2750344,2750344,"Pennock city, Minnesota",214,35
1600000US2750416,2750416,"Pequot Lakes city, Minnesota",1455,133
1600000US2750470,2750470,"Perham city, Minnesota",1469,122
1600000US2750506,2750506,"Perley city, Minnesota",65,18
1600000US2750596,2750596,"Peterson city, Minnesota",115,21
1600000US2750776,2750776,"Pierz city, Minnesota",591,45
1600000US2750902,2750902,"Pillager city, Minnesota",212,38
1600000US2751028,2751028,"Pine Bend CDP, Minnesota",4,4
1600000US2751064,2751064,"Pine City city, Minnesota",1619,163
1600000US2751136,2751136,"Pine Island city, Minnesota",1613,137
1600000US2751234,2751234,"Pine Point CDP, Minnesota",94,18
1600000US2751280,2751280,"Pine River city, Minnesota",501,76
1600000US2751316,2751316,"Pine Springs city, Minnesota",153,26
1600000US2751388,2751388,"Pipestone city, Minnesota",2128,98
1600000US2751424,2751424,"Plainview city, Minnesota",1338,95
1600000US2751460,2751460,"Plato city, Minnesota",154,27
1600000US2751712,2751712,"Plummer city, Minnesota",175,25
1600000US2751730,2751730,"Plymouth city, Minnesota",30669,457
1600000US2751892,2751892,"Ponemah CDP, Minnesota",124,34
1600000US2752144,2752144,"Porter city, Minnesota",91,22
1600000US2752450,2752450,"Preston city, Minnesota",650,53
1600000US2752522,2752522,"Princeton city, Minnesota",2257,183
1600000US2752558,2752558,"Prinsburg city, Minnesota",220,27
1600000US2752594,2752594,"Prior Lake city, Minnesota",8934,274
1600000US2752630,2752630,"Proctor city, Minnesota",1351,78
1600000US2752756,2752756,"Quamba city, Minnesota",45,12
1600000US2752882,2752882,"Racine city, Minnesota",172,34
1600000US2753026,2753026,"Ramsey city, Minnesota",8495,225
1600000US2753080,2753080,"Randall city, Minnesota",264,36
1600000US2753098,2753098,"Randolph city, Minnesota",177,32
1600000US2753134,2753134,"Ranier city, Minnesota",365,96
1600000US2753296,2753296,"Raymond city, Minnesota",319,37
1600000US2753386,2753386,"Redby CDP, Minnesota",371,91
1600000US2753458,2753458,"Red Lake CDP, Minnesota",430,87
1600000US2753476,2753476,"Red Lake Falls city, Minnesota",670,31
1600000US2753620,2753620,"Red Wing city, Minnesota",7487,258
1600000US2753656,2753656,"Redwood Falls city, Minnesota",2543,131
1600000US2753710,2753710,"Regal city, Minnesota",26,9
1600000US2753782,2753782,"Remer city, Minnesota",226,37
1600000US2753890,2753890,"Renville city, Minnesota",660,47
1600000US2753908,2753908,"Revere city, Minnesota",48,17
1600000US2753998,2753998,"Rice city, Minnesota",515,55
1600000US2754056,2754056,"Rice Lake CDP, Minnesota",87,19
1600000US2754214,2754214,"Richfield city, Minnesota",15540,451
1600000US2754268,2754268,"Richmond city, Minnesota",676,66
1600000US2754340,2754340,"Richville city, Minnesota",60,20
1600000US2754596,2754596,"Riverland CDP, Minnesota",47,12
1600000US2754736,2754736,"Riverton city, Minnesota",89,20
1600000US2754808,2754808,"Robbinsdale city, Minnesota",6288,241
1600000US2754880,2754880,"Rochester city, Minnesota",46005,309
1600000US2754934,2754934,"Rock Creek city, Minnesota",637,62
1600000US2755006,2755006,"Rockford city, Minnesota",1581,146
1600000US2755078,2755078,"Rockville city, Minnesota",1001,80
1600000US2755186,2755186,"Rogers city, Minnesota",3792,197
1600000US2755276,2755276,"Rollingstone city, Minnesota",244,31
1600000US2755366,2755366,"Ronneby CDP, Minnesota",20,15
1600000US2755438,2755438,"Roosevelt city, Minnesota",56,19
1600000US2755510,2755510,"Roscoe city, Minnesota",63,26
1600000US2755546,2755546,"Roseau city, Minnesota",1169,83
1600000US2755600,2755600,"Rose Creek city, Minnesota",176,33
1600000US2755726,2755726,"Rosemount city, Minnesota",7966,216
1600000US2755852,2755852,"Roseville city, Minnesota",15604,395
1600000US2756014,2756014,"Rothsay city, Minnesota",238,40
1600000US2756086,2756086,"Round Lake city, Minnesota",196,25
1600000US2756176,2756176,"Royalton city, Minnesota",468,56
1600000US2756212,2756212,"Roy Lake CDP, Minnesota",32,11
1600000US2756266,2756266,"Rush City city, Minnesota",838,106
1600000US2756284,2756284,"Rushford city, Minnesota",788,53
1600000US2756302,2756302,"Rushford Village city, Minnesota",393,42
1600000US2756338,2756338,"Rushmore city, Minnesota",148,21
1600000US2756428,2756428,"Russell city, Minnesota",189,31
1600000US2756482,2756482,"Ruthton city, Minnesota",139,32
1600000US2756518,2756518,"Rutledge city, Minnesota",188,31
1600000US2756554,2756554,"Sabin city, Minnesota",206,29
1600000US2756572,2756572,"Sacred Heart city, Minnesota",281,38
1600000US2756680,2756680,"St. Anthony city (Hennepin and Ramsey Counties), Minnesota",3939,140
1600000US2756698,2756698,"St. Anthony city (Stearns County), Minnesota",43,13
1600000US2756724,2756724,"St. Augusta city, Minnesota",1148,51
1600000US2756770,2756770,"St. Bonifacius city, Minnesota",860,86
1600000US2756788,2756788,"St. Charles city, Minnesota",1338,88
1600000US2756824,2756824,"St. Clair city, Minnesota",280,50
1600000US2756896,2756896,"St. Cloud city, Minnesota",27480,573
1600000US2756950,2756950,"St. Francis city, Minnesota",2689,131
1600000US2757022,2757022,"St. Hilaire city, Minnesota",126,32
1600000US2757040,2757040,"St. James city, Minnesota",1975,105
1600000US2757130,2757130,"St. Joseph city, Minnesota",1848,202
1600000US2757202,2757202,"St. Leo city, Minnesota",72,20
1600000US2757220,2757220,"St. Louis Park city, Minnesota",22874,447
1600000US2757238,2757238,"St. Martin city, Minnesota",127,26
1600000US2757292,2757292,"St. Marys Point city, Minnesota",172,25
1600000US2757346,2757346,"St. Michael city, Minnesota",5730,200
1600000US2758000,2758000,"St. Paul city, Minnesota",120077,898
1600000US2758018,2758018,"St. Paul Park city, Minnesota",2166,111
1600000US2758036,2758036,"St. Peter city, Minnesota",3690,249
1600000US2758072,2758072,"St. Rosa city, Minnesota",27,13
1600000US2758090,2758090,"St. Stephen city, Minnesota",296,28
1600000US2758144,2758144,"St. Vincent city, Minnesota",36,11
1600000US2758306,2758306,"Sanborn city, Minnesota",185,27
1600000US2758396,2758396,"Sandstone city, Minnesota",717,121
1600000US2758576,2758576,"Sargeant city, Minnesota",45,16
1600000US2758612,2758612,"Sartell city, Minnesota",6368,252
1600000US2758648,2758648,"Sauk Centre city, Minnesota",1905,165
1600000US2758684,2758684,"Sauk Rapids city, Minnesota",5218,195
1600000US2758738,2758738,"Savage city, Minnesota",9413,225
1600000US2758900,2758900,"Scandia city, Minnesota",1713,102
1600000US2758936,2758936,"Scanlon city, Minnesota",482,51
1600000US2759098,2759098,"Seaforth city, Minnesota",39,13
1600000US2759116,2759116,"Searles CDP, Minnesota",87,23
1600000US2759152,2759152,"Sebeka city, Minnesota",384,54
1600000US2759188,2759188,"Sedan city, Minnesota",39,17
1600000US2759314,2759314,"Shafer city, Minnesota",365,47
1600000US2759350,2759350,"Shakopee city, Minnesota",13418,296
1600000US2759566,2759566,"Shelly city, Minnesota",134,24
1600000US2759620,2759620,"Sherburn city, Minnesota",529,50
1600000US2759782,2759782,"Shevlin city, Minnesota",80,25
1600000US2759998,2759998,"Shoreview city, Minnesota",11148,230
1600000US2760016,2760016,"Shorewood city, Minnesota",2881,106
1600000US2760250,2760250,"Silver Bay city, Minnesota",1170,92
1600000US2760322,2760322,"Silver Creek CDP, Minnesota",84,25
1600000US2760376,2760376,"Silver Lake city, Minnesota",380,61
1600000US2760754,2760754,"Skyline city, Minnesota",138,24
1600000US2760808,2760808,"Slayton city, Minnesota",1083,52
1600000US2760844,2760844,"Sleepy Eye city, Minnesota",1544,94
1600000US2761006,2761006,"Sobieski city, Minnesota",90,23
1600000US2761114,2761114,"Solway city, Minnesota",37,20
1600000US2761204,2761204,"Soudan CDP, Minnesota",262,43
1600000US2761308,2761308,"South End CDP, Minnesota",23,10
1600000US2761402,2761402,"South Haven city, Minnesota",79,17
1600000US2761492,2761492,"South St. Paul city, Minnesota",9022,267
1600000US2761690,2761690,"Spicer city, Minnesota",545,54
1600000US2761816,2761816,"Springfield city, Minnesota",991,57
1600000US2761852,2761852,"Spring Grove city, Minnesota",640,49
1600000US2761888,2761888,"Spring Hill city, Minnesota",42,11
1600000US2761996,2761996,"Spring Lake Park city, Minnesota",2786,108
1600000US2762014,2762014,"Spring Park city, Minnesota",1160,82
1600000US2762104,2762104,"Spring Valley city, Minnesota",1237,62
1600000US2762284,2762284,"Squaw Lake city, Minnesota",89,22
1600000US2762320,2762320,"Stacy city, Minnesota",616,64
1600000US2762356,2762356,"Stanchfield CDP, Minnesota",46,17
1600000US2762446,2762446,"Staples city, Minnesota",1364,124
1600000US2762500,2762500,"Starbuck city, Minnesota",709,59
1600000US2762662,2762662,"Steen city, Minnesota",83,20
1600000US2762698,2762698,"Stephen city, Minnesota",347,43
1600000US2762788,2762788,"Stewart city, Minnesota",232,34
1600000US2762806,2762806,"Stewartville city, Minnesota",2486,151
1600000US2762824,2762824,"Stillwater city, Minnesota",7666,264
1600000US2762896,2762896,"Stockton city, Minnesota",281,49
1600000US2763022,2763022,"Storden city, Minnesota",123,24
1600000US2763112,2763112,"Strandquist city, Minnesota",43,11
1600000US2763130,2763130,"Strathcona city, Minnesota",30,13
1600000US2763220,2763220,"Sturgeon Lake city, Minnesota",246,36
1600000US2763454,2763454,"Sunburg city, Minnesota",53,15
1600000US2763544,2763544,"Sunfish Lake city, Minnesota",227,41
1600000US2763778,2763778,"Swanville city, Minnesota",163,30
1600000US2764048,2764048,"Taconite city, Minnesota",182,38
1600000US2764156,2764156,"Tamarack city, Minnesota",69,23
1600000US2764210,2764210,"Taopi city, Minnesota",30,14
1600000US2764264,2764264,"Taunton city, Minnesota",69,20
1600000US2764318,2764318,"Taylors Falls city, Minnesota",418,43
1600000US2764444,2764444,"Tenstrike city, Minnesota",113,22
1600000US2764543,2764543,"The Lakes CDP, Minnesota",718,44
1600000US2764547,2764547,"The Ranch CDP, Minnesota",7,9
1600000US2764570,2764570,"Thief River Falls city, Minnesota",4150,110
1600000US2764750,2764750,"Thomson city, Minnesota",68,17
1600000US2764948,2764948,"Tintah city, Minnesota",28,15
1600000US2765164,2765164,"Tonka Bay city, Minnesota",706,60
1600000US2765272,2765272,"Tower city, Minnesota",302,50
1600000US2765308,2765308,"Tracy city, Minnesota",1042,54
1600000US2765344,2765344,"Trail city, Minnesota",38,17
1600000US2765470,2765470,"Trimont city, Minnesota",326,30
1600000US2765506,2765506,"Trommald city, Minnesota",66,15
1600000US2765542,2765542,"Trosky city, Minnesota",48,15
1600000US2765668,2765668,"Truman city, Minnesota",527,49
1600000US2765794,2765794,"Turtle River city, Minnesota",37,11
1600000US2765920,2765920,"Twin Lakes city, Minnesota",103,29
1600000US2765927,2765927,"Twin Lakes CDP, Minnesota",190,21
1600000US2765938,2765938,"Twin Valley city, Minnesota",444,33
1600000US2765956,2765956,"Two Harbors city, Minnesota",1848,132
1600000US2766046,2766046,"Tyler city, Minnesota",586,44
1600000US2766136,2766136,"Ulen city, Minnesota",233,38
1600000US2766172,2766172,"Underwood city, Minnesota",179,32
1600000US2766334,2766334,"Upsala city, Minnesota",236,36
1600000US2766388,2766388,"Urbank city, Minnesota",31,12
1600000US2766424,2766424,"Utica city, Minnesota",116,27
1600000US2766460,2766460,"Vadnais Heights city, Minnesota",5478,225
1600000US2766766,2766766,"Vergas city, Minnesota",230,40
1600000US2766802,2766802,"Vermillion city, Minnesota",180,26
1600000US2766874,2766874,"Verndale city, Minnesota",267,48
1600000US2766910,2766910,"Vernon Center city, Minnesota",147,24
1600000US2766982,2766982,"Vesta city, Minnesota",159,37
1600000US2767036,2767036,"Victoria city, Minnesota",2508,122
1600000US2767090,2767090,"Viking city, Minnesota",44,14
1600000US2767144,2767144,"Villard city, Minnesota",172,31
1600000US2767180,2767180,"Vineland CDP, Minnesota",393,46
1600000US2767216,2767216,"Vining city, Minnesota",39,12
1600000US2767288,2767288,"Virginia city, Minnesota",4887,206
1600000US2767378,2767378,"Wabasha city, Minnesota",1383,88
1600000US2767396,2767396,"Wabasso city, Minnesota",307,30
1600000US2767432,2767432,"Waconia city, Minnesota",4304,145
1600000US2767504,2767504,"Wadena city, Minnesota",1988,115
1600000US2767558,2767558,"Wahkon city, Minnesota",216,38
1600000US2767612,2767612,"Waite Park city, Minnesota",3398,182
1600000US2767756,2767756,"Waldorf city, Minnesota",102,27
1600000US2767792,2767792,"Walker city, Minnesota",498,77
1600000US2767846,2767846,"Walnut Grove city, Minnesota",363,47
1600000US2767900,2767900,"Walters city, Minnesota",55,17
1600000US2767918,2767918,"Waltham city, Minnesota",67,17
1600000US2767972,2767972,"Wanamingo city, Minnesota",486,70
1600000US2768008,2768008,"Wanda city, Minnesota",40,15
1600000US2768080,2768080,"Warba city, Minnesota",76,22
1600000US2768170,2768170,"Warren city, Minnesota",783,53
1600000US2768224,2768224,"Warroad city, Minnesota",872,80
1600000US2768260,2768260,"Warsaw CDP, Minnesota",351,51
1600000US2768296,2768296,"Waseca city, Minnesota",4181,125
1600000US2768548,2768548,"Watertown city, Minnesota",1763,142
1600000US2768584,2768584,"Waterville city, Minnesota",1049,66
1600000US2768620,2768620,"Watkins city, Minnesota",416,47
1600000US2768656,2768656,"Watson city, Minnesota",101,22
1600000US2768674,2768674,"Waubun city, Minnesota",201,24
1600000US2768764,2768764,"Waverly city, Minnesota",635,74
1600000US2768818,2768818,"Wayzata city, Minnesota",2032,120
1600000US2769070,2769070,"Welcome city, Minnesota",343,39
1600000US2769106,2769106,"Wells city, Minnesota",1169,51
1600000US2769142,2769142,"Wendell city, Minnesota",76,22
1600000US2769250,2769250,"Westbrook city, Minnesota",340,36
1600000US2769304,2769304,"West Concord city, Minnesota",339,38
1600000US2769628,2769628,"Westport city, Minnesota",20,6
1600000US2769690,2769690,"West Roy Lake CDP, Minnesota",27,9
1600000US2769700,2769700,"West St. Paul city, Minnesota",9189,367
1600000US2769736,2769736,"West Union city, Minnesota",56,19
1600000US2769808,2769808,"Whalan city, Minnesota",52,18
1600000US2769844,2769844,"Wheaton city, Minnesota",878,49
1600000US2769880,2769880,"Whipholt CDP, Minnesota",90,25
1600000US2769970,2769970,"White Bear Lake city, Minnesota",10745,319
1600000US2770006,2770006,"White Earth CDP, Minnesota",238,30
1600000US2770258,2770258,"Wilder city, Minnesota",31,11
1600000US2770366,2770366,"Willernie city, Minnesota",252,55
1600000US2770402,2770402,"Williams city, Minnesota",110,29
1600000US2770420,2770420,"Willmar city, Minnesota",8403,176
1600000US2770492,2770492,"Willow River city, Minnesota",201,37
1600000US2770582,2770582,"Wilmont city, Minnesota",142,21
1600000US2770708,2770708,"Wilton city, Minnesota",99,25
1600000US2770798,2770798,"Windom city, Minnesota",2328,111
1600000US2770870,2770870,"Winger city, Minnesota",107,23
1600000US2770924,2770924,"Winnebago city, Minnesota",689,53
1600000US2771032,2771032,"Winona city, Minnesota",11255,294
1600000US2771086,2771086,"Winsted city, Minnesota",984,99
1600000US2771122,2771122,"Winthrop city, Minnesota",674,53
1600000US2771140,2771140,"Winton city, Minnesota",94,29
1600000US2771338,2771338,"Wolf Lake city, Minnesota",39,15
1600000US2771392,2771392,"Wolverton city, Minnesota",66,18
1600000US2771428,2771428,"Woodbury city, Minnesota",24048,401
1600000US2771446,2771446,"Wood Lake city, Minnesota",198,27
1600000US2771500,2771500,"Woodland city, Minnesota",179,25
1600000US2771680,2771680,"Woodstock city, Minnesota",82,24
1600000US2771734,2771734,"Worthington city, Minnesota",4729,115
1600000US2771788,2771788,"Wrenshall city, Minnesota",193,37
1600000US2771824,2771824,"Wright city, Minnesota",61,20
1600000US2771950,2771950,"Wykoff city, Minnesota",206,38
1600000US2772022,2772022,"Wyoming city, Minnesota",2959,142
1600000US2772184,2772184,"Zemple city, Minnesota",28,10
1600000US2772238,2772238,"Zimmerman city, Minnesota",1772,163
1600000US2772310,2772310,"Zumbro Falls city, Minnesota",72,29
1600000US2772328,2772328,"Zumbrota city, Minnesota",1370,132
