Rk,Player,Pos,Tm,Cap Hit
,William Compton\CompWi00,LB,WAS,$1797000
,E.J. Gaines\GainE.00,CB,BUF,$1797000
,Korey Toomer\ToomKo00,ILB,LAC,$1797000
,Donte Moncrief\MoncDo00,WR,IND,$1797000
397,Zach Fulton\FultZa00,OG,KAN,$1788500
398,Richard Rodgers\RodgRi00,TE,GNB,$1787000
,Spencer Long\LongSp00,OG,WAS,$1787000
400,Travis Swanson\SwanTr00,C,DET,$1772000
401,Preston Brown\BrowPr00,ILB,BUF,$1762000
402,Joe Hawley\HawlJo20,G,TAM,$1750000
,Allen Barbre\BarbAl20,T,DEN,$1750000
,Niles Paul\PaulNi00,WR,WAS,$1750000
,Matt Moore\MoorMa01,QB,MIA,$1750000
,Matt Cassel\CassMa00,QB,TEN,$1750000
,Scott Tolzien\TolzSc00,QB,IND,$1750000
,Ryan Fitzpatrick\FitzRy00,QB,TAM,$1750000
,Alan Branch\BranAl99,DT,NWE,$1750000
410,Ereck Flowers\FlowEr00,OT,NYG,$1743338
411,Kyle Fuller\FullKy00,CB,CHI,$1740955
412,Jared Goff\GoffJa00,QB,LAR,$1719894
413,Ryan Shazier\ShazRy00,OLB,PIT,$1716438
414,Zach Strief\StriZa20,G,NOR,$1700000
,Larry Warford\WarfLa00,OG,NOR,$1700000
,A.J. Klein\KleiAJ00,ILB,NOR,$1700000
,Ryan Hewitt\HewiRy00,FB,CIN,$1700000
,Luke Stocker\StocLu00,TE,2TM,$1700000
,Max Unger\UngeMa20,C,NOR,$1700000
420,Todd Gurley\GurlTo01,RB,LAR,$1691653
421,Carson Wentz\WentCa00,QB,PHI,$1662561
422,Earl Mitchell\MitcEa99,DT,SFO,$1650000
,Josh Hill\HillJo02,TE,NOR,$1650000
,Britton Colquitt\ColqBr00,P,CLE,$1650000
425,Zack Martin\MartZa00,OT,DAL,$1642882
426,C.J. Mosley\MoslC.00,ILB,BAL,$1618365
427,Trae Waynes\WaynTr00,CB,MIN,$1611761
428,Giovani Bernard\BernGi00,RB,CIN,$1600000
,Steven Hauschka\HausSt00,K,BUF,$1600000
430,Eric Ebron\EbroEr00,TE,DET,$1590337
431,Calvin Pryor\PryoCa00,FS,JAX,$1587716
432,Ezekiel Elliott\ElliEz00,RB,DAL,$1584379
433,Ja'Wuan James\JameJa01,OT,MIA,$1569327
434,Derek Anderson\AndeDe00,QB,CAR,$1550000
,Zach Brown\BrowZa00,OLB,WAS,$1550000
,Garrett Celek\CeleGa00,TE,SFO,$1550000
,Josh Martin\MartJo02,LB,NYJ,$1550000
438,Desmond Trufant\TrufDe00,CB,ATL,$1526000
439,Austin Howard\HowaAu20,T,BAL,$1525000
440,Jalen Ramsey\RamsJa00,FS,JAX,$1511409
441,Jason McCourty\McCoJa99,DB,CLE,$1500000
,Lerentee McCray\McCrLe01,LB,JAX,$1500000
,Jahleel Addae\AddaJa00,S,LAC,$1500000
,Chris Hairston\HairCh00,OL,LAC,$1500000
,Alejandro Villanueva\VillAl00,OL,PIT,$1500000
,Duron Harmon\HarmDu00,FS,NWE,$1500000
,Ryan Groy\GroyRy00,OG,BUF,$1500000
,Robbie Gould\gouldrob01,K,SFO,$1500000
,Jamize Olawale\OlawJa00,FB,OAK,$1500000
,Benson Mayowa\MayoBe00,DE,DAL,$1500000
,Menelik Watson\WatsMe00,OT,DEN,$1500000
,Barkevious Mingo\MingBa00,OLB,IND,$1500000
,John Simon\SimoJo01,DE,IND,$1500000
,Anthony Fasano\FasaAn00,TE,MIA,$1500000
,Chris Conte\ContCh00,DB,TAM,$1500000
,Keenan Robinson\RobiKe01,OLB,NYG,$1500000
,Bryan Anger\AngeBr00,P,TAM,$1500000
,Davon House\HousDa00,DB,GNB,$1500000
,Shane Lechler\LechSh20,P,HOU,$1500000
,Zach Miller\MillZa02,TE,CHI,$1500000
,Jordan Poyer\PoyeJo00,CB,BUF,$1500000
,Mike Gillislee\GillMi00,RB,NWE,$1500000
,Kelvin Beachum\BeacKe00,T,NYJ,$1500000
,D.J. Fluker\FlukDJ00,OT,NYG,$1500000
,Levine Toilolo\ToilLe00,TE,ATL,$1500000
466,Danny Shelton\ShelDa01,DT,CLE,$1498970
467,Jermon Bushrod\BushJe20,T,MIA,$1475000
468,Deone Bucannon\BucaDe00,SS,ARI,$1471255
469,Jeff Heath\HeatJe00,S,DAL,$1471000
470,Andrus Peat\PeatAn00,OT,NOR,$1470773
471,Robert Golden\GoldRo00,S,PIT,$1465000
472,Matt Bryant\bryanmat01,K,ATL,$1450000
473,DeVante Parker\ParkDe01,WR,MIA,$1423776
474,Melvin Gordon\GordMe00,RB,LAC,$1404980
475,Josh Kline\KlinJo01,OL,TEN,$1400000
,Garry Gilliam\GillGa01,T,SFO,$1400000
,Jurrell Casey\CaseJu00,DL,TEN,$1400000
,Alex Boone\BoonAl21,T,ARI,$1400000
,Nate Allen\AlleNa99,DB,MIA,$1400000
,Mike Remmers\RemmMi00,T,MIN,$1400000
481,Ronnie Stanley\StanRo00,OT,BAL,$1381106
482,Greg Zuerlein\ZuerGr00,K,LAR,$1375000
483,Eddie Lacy\LacyEd00,RB,SEA,$1365000
484,Teddy Bridgewater\BridTe00,QB,MIN,$1354023
485,Marshawn Lynch\LyncMa00,RB,OAK,$1350000
,Eric Decker\DeckEr00,WR,TEN,$1350000
,Erik Walden\WaldEr99,DE,TEN,$1350000
,Nathan Stupar\StupNa01,OLB,NOR,$1350000
,Marcus Cannon\CannMa00,OL,NWE,$1350000
,Jordan Mills\MillJo02,OT,BUF,$1350000
,Michael Hoomanawanui\HoomMi00,TE,NOR,$1350000
492,Kevin Johnson\JohnKe04,CB,HOU,$1348583
493,Arik Armstead\ArmsAr01,DE,SFO,$1329785
494,Marcus Peters\PeteMa00,CB,KAN,$1306287
495,Patrick DiMarco\DiMaPa00,FB,BUF,$1300000
,Andre Roberts\RobeAn00,WR,ATL,$1300000
,Johnson Bademosi\BadeJo00,DB,NWE,$1300000
,T.J. Johnson\JohnTJ00,C,CIN,$1300000
,Nick Perry\PerrNi00,DE,GNB,$1300000
,Sean Lee\LeexSe99,LB,DAL,$1300000
501,Devonta Freeman\FreeDe00,RB,ATL,$1297000
,Morgan Moses\MoseMo00,OT,WAS,$1297000
503,Travis Frederick\FredTr00,C,DAL,$1296000
504,Cameron Erving\ErviCa00,OT,KAN,$1292188
505,Nelson Agholor\AghoNe00,WR,PHI,$1287489
506,Cedric Ogbuehi\OgbuCe00,OT,CIN,$1282789
507,Ethan Westbrooks\WestEt00,DE,LAR,$1282175
508,DeForest Buckner\BuckDe00,DE,SFO,$1276863
509,Tyron Smith\SmitTy00,OT,DAL,$1275000
,Senio Kelemete\KeleSe00,T,NOR,$1275000
511,Bud Dupree\DuprAl00,DE,PIT,$1273390
512,Shane Ray\RayxSh00,DE,DEN,$1263991
513,Tyler Bray\BrayTy00,QB,KAN,$1252500
514,Ben Watson\WatsBe00,TE,BAL,$1250000
,Chris Maragos\MaraCh99,DB,PHI,$1250000
,Kyle Wilber\WilbKy00,OLB,DAL,$1250000
,Andre Smith\SmitAn23,T,CIN,$1250000
,Michael Brockers\BrocMi00,DT,LAR,$1250000
,Daren Bates\BateDa00,LB,TEN,$1250000
,Jack Crawford\CrawJa00,DE,ATL,$1250000
,Brandon LaFell\LaFeBr00,WR,CIN,$1250000
,Danny Amendola\AmenDa00,WR,NWE,$1250000
,Tyson Alualu\AluaTy99,DT,PIT,$1250000
,Jason Pierre-Paul\PierJa99,DE,NYG,$1250000
,Aldrick Robinson\RobiAl00,WR,SFO,$1250000
,Donnie Jones\JoneDo21,P,PHI,$1250000
,Al Woods\WoodAl99,DT,IND,$1250000
,Joe Haden\HadeJo99,DB,PIT,$1250000
,Kendall Wright\WrigKe01,WR,CHI,$1250000
,Karl Klug\KlugKa00,DL,TEN,$1250000
,Akeem Spence\SpenAk00,DT,DET,$1250000
,Kemal Ishmael\IshmKe00,DB,ATL,$1250000
,Dont'a Hightower\HighDo01,ILB,NWE,$1250000
534,D.J. Humphries\HumpD.00,OT,ARI,$1245192
535,Cornelius Washington\WashCo00,DE,DET,$1237500
536,Shaq Thompson\ThomSh01,OLB,CAR,$1235793
537,Breshad Perriman\PerrBr02,WR,BAL,$1226392
538,Mason Foster\FostMa00,LB,WAS,$1225000
539,Byron Jones\JoneBy00,CB,DAL,$1216995
540,Laken Tomlinson\TomlLa01,OG,SFO,$1212296
541,Harry Douglas\DougHa00,WR,TEN,$1200000
,Ryan Allen\AlleRy01,P,NWE,$1200000
,Dion Lewis\LewiDi00,RB,NWE,$1200000
,Marcus Gilchrist\GilcMa00,DB,HOU,$1200000
,Alfred Morris\MorrAl00,RB,DAL,$1200000
,Darrius Heyward-Bey\HeywDa00,WR,PIT,$1200000
547,Xavier Su'a-Filo\Sua-Xa00,OG,HOU,$1177036
548,Phillip Dorsett\DorsPh00,WR,NWE,$1174583
549,Jack Conklin\ConkJa00,OT,TEN,$1172621
550,Demarcus Lawrence\LawrDe00,DE,DAL,$1170907
551,Leonard Floyd\FloyLe00,OLB,CHI,$1167403
552,Damarious Randall\RandDa00,FS,GNB,$1154612
553,Jahri Evans\EvanJa21,T,GNB,$1150000
,Eric Wood\WoodEr20,C,BUF,$1150000
,Linval Joseph\JoseLi99,DT,MIN,$1150000
556,Eli Apple\ApplEl00,CB,NYG,$1138742
557,Malcom Brown\BrowMa01,DT,NWE,$1127112
558,Marqise Lee\LeexMa00,WR,JAX,$1125549
559,Brad Wing\WingBr00,P,NYG,$1125000
560,Cody Davis\DaviCo02,S,LAR,$1111111
561,Lamarcus Joyner\JoynLa00,CB,LAR,$1105934
562,Craig Robertson\RobeCr00,LB,NOR,$1105000
563,DeAngelo Hall\HallDe99,DB,WAS,$1100000
,Margus Hunt\HuntMa00,DE,IND,$1100000
,Jacquizz Rodgers\RodgJa00,RB,TAM,$1100000
,Tress Way\WayxTr00,P,WAS,$1100000
,Anthony Sherman\SherAn00,RB,KAN,$1100000
,L.P. Ladouceur\LadoL.20,DE,DAL,$1100000
,Tank Carradine\CarrCo00,DE,SFO,$1100000
,David DeCastro\DeCaDa00,G,PIT,$1100000
,Demetrius Harris\HarrDe03,TE,KAN,$1100000
,Russell Shepard\ShepRu00,WR,CAR,$1100000
,Jonathan Stewart\StewJo00,RB,CAR,$1100000
574,Jordan Matthews\MattJo00,WR,BUF,$1094900
575,Vernon Hargreaves\HargVe00,CB,TAM,$1094439
576,Weston Richburg\RichWe00,C,NYG,$1085093
577,Eddie Pleasant\PleaEd00,SS,HOU,$1078000
578,Theo Riddick\RiddTh00,RB,DET,$1075000
,Kiko Alonso\AlonKi00,ILB,MIA,$1075000
580,Josh Gordon\GordJo02,WR,CLE,$1068406
581,Paul Richardson\RichPa01,WR,SEA,$1062659
582,DeShawn Shead\SheaDe00,DB,SEA,$1050000
,Marshall Newhouse\NewhMa20,GT,OAK,$1050000
584,Sheldon Rankins\RankSh00,DT,NOR,$1031893
585,Bradley Roby\RobyBr00,CB,DEN,$1018072
586,Timmy Jernigan\JernTi00,DT,PHI,$1017284
587,Laremy Tunsil\TunsLa00,OT,MIA,$1016257
588,Stephone Anthony\AnthSt00,ILB,MIA,$1004015
589,Justin Durant\DuraJu99,LB,DAL,$1000000
,Alshon Jeffery\JeffAl00,WR,PHI,$1000000
,Willie Young\YounWi99,DE,CHI,$1000000
,Breno Giacomini\GiacBr20,G,HOU,$1000000
,Christian Jones\JoneCh05,ILB,CHI,$1000000
,Stephon Tuitt\TuitSt00,DT,PIT,$1000000
,Don Muhlbach\MuhlDo20,C,DET,$1000000
,Lee Smith\SmitLe00,TE,OAK,$1000000
,Kamar Aiken\AikeKa00,WR,IND,$1000000
,Terrance Williams\WillTe01,WR,DAL,$1000000
,Mason Crosby\CrosMa20,K,GNB,$1000000
,Chris Long\LongCh99,DE,PHI,$1000000
,Jon Ryan\RyanJo21,P,SEA,$1000000
,Derrick Johnson\JohnDe25,LB,KAN,$1000000
,Zak DeOssie\DeOsZa99,LB,NYG,$1000000
,Tom Brady\BradTo00,QB,NWE,$1000000
,Adrian Peterson\PeteAd01,RB,2TM,$1000000
,Kasim Edebali\EdebKa00,OLB,2TM,$1000000
,Stephen Paea\PaeaSt00,DT,DAL,$1000000
,Tyvon Branch\BranTy99,DB,ARI,$1000000
,Julius Peppers\PeppJu99,DE,CAR,$1000000
,Anthony Castonzo\CastAn00,OL,IND,$1000000
,Matthew Stafford\StafMa00,QB,DET,$1000000
,Danny Woodhead\WoodDa02,RB,BAL,$1000000
,Darius Butler\ButlDa99,DB,IND,$1000000
,Tramon Williams\WillTr99,DB,ARI,$1000000
,Jack Doyle\DoylJa00,TE,IND,$1000000
,Joe Berger\BergJo20,T,MIN,$1000000
,Andy Lee\LeexAn20,P,ARI,$1000000
,Mitch Unrein\UnreMi00,DT,CHI,$1000000
,Jonathan Cooper\CoopJo01,OG,DAL,$1000000
,Ryan Schraeder\SchrRy00,T,ATL,$1000000
,Brandon Fusco\FuscBr00,OL,SFO,$1000000
,Jon Condo\CondJo20,LB,OAK,$1000000
,Nick Folk\FolkNi20,K,TAM,$1000000
,Zach Kerr\KerrZa00,NT,DEN,$1000000
,Nolan Carroll\CarrNo00,DB,DAL,$1000000
,John Kuhn\KuhnJo00,FB,NOR,$1000000
,Ahmad Brooks\BrooAh21,LB,GNB,$1000000
,Keenan Allen\AlleKe00,WR,LAC,$1000000
,Charles Johnson\JohnCh98,DE,CAR,$1000000
,Brock Coyle\CoylBr00,LB,SFO,$1000000
,Lawrence Timmons\TimmLa99,LB,MIA,$1000000
,Dekoda Watson\WatsDe99,LB,SFO,$1000000
,Matt Kalil\KaliMa00,OT,CAR,$1000000
,Frostee Rucker\RuckFr99,DE,ARI,$1000000
,Nick Foles\FoleNi00,QB,PHI,$1000000
,Corey Graham\GrahCo99,DB,PHI,$1000000
,Kelvin Benjamin\BenjKe00,WR,2TM,$1000000
,Ross Cockrell\CockRo00,CB,NYG,$1000000
,Pat Sims\SimsPa99,DT,CIN,$1000000
,Ryan Mallett\MallRy00,QB,BAL,$1000000
,Sherrick McManis\McMaSh99,DB,CHI,$1000000
,Karlos Dansby\DansKa20,LB,ARI,$1000000
,La'el Collins\CollLa01,OT,DAL,$1000000
,Daniel Kilgore\KilgDa00,OL,SFO,$1000000
,Mike Adams\AdamMi21,DB,CAR,$1000000
,Luke Willson\WillLu00,TE,SEA,$1000000
,Byron Bell\BellBy00,T,DAL,$1000000
,Brian Winters\WintBr00,OG,NYJ,$1000000
,Eric Weems\WeemEr00,WR,TEN,$1000000
,Tom Compton\CompTo00,T,CHI,$1000000
,David Harris\HarrDa99,LB,NWE,$1000000
,Mario Addison\AddiMa00,DE,CAR,$1000000
,Beau Brinkley\BrinBe00,LSTE,TEN,$1000000
,Jeremy Maclin\MaclJe00,WR,BAL,$1000000
,Lance Dunbar\DunbLa00,RB,LAR,$1000000
,Kellen Clemens\ClemKe00,QB,LAC,$1000000
657,Jeremiah Attaochu\AttaJe00,OLB,LAC,$993150
658,Landon Collins\CollLa00,SS,NYG,$991415
659,Kyle Van Noy\VanNKy00,OLB,NWE,$990741
660,Karl Joseph\JoseKa00,SS,OAK,$990196
661,Darqueze Dennard\DennDa00,CB,CIN,$988032
662,Donovan Smith\SmitDo02,OT,TAM,$986715
663,Mario Edwards\EdwaMa01,DE,OAK,$982015
664,Corey Coleman\ColeCo00,WR,CLE,$979773
665,Ted Larsen\LarsTe20,C,MIA,$975000
,Don Carey\CareDo00,DB,DET,$975000
,Kyle Nelson\NelsKy00,TE,SFO,$975000
,Rhett Ellison\ElliRh00,FB,NYG,$975000
669,T.J. Yeldon\YeldT.00,RB,JAX,$972617
670,Troy Niklas\NiklTr00,TE,ARI,$968632
671,Preston Smith\SmitPr00,DE,WAS,$960395
672,Dee Ford\FordDe00,DE,KAN,$957704
673,Davante Adams\AdamDa01,WR,GNB,$956373
674,Eddie Goldman\GoldEd00,DT,CHI,$951938
675,Derek Carrier\CarrDe00,WR,LAR,$950000
,Jayrone Elliott\ElliJa02,LB,DAL,$950000
,Reshad Jones\JoneRe99,DB,MIA,$950000
,Case Keenum\KeenCa00,QB,MIN,$950000
679,Taylor Decker\DeckTa00,OT,DET,$948499
680,T.J. McDonald\McDoTJ00,FS,MIA,$944445
681,Keanu Neal\NealKe01,FS,ATL,$938075
682,Austin Seferian-Jenkins\SefeAu00,TE,NYJ,$936690
683,Alex Okafor\OkafAl00,DE,NOR,$935000
684,Cody Latimer\LatiCo00,WR,DEN,$925725
685,Ryan Kelly\KellRy00,C,IND,$925045
686,John Jerry\JerrJo20,G,NYG,$925000
687,Benardrick McKinney\McKiBe00,ILB,HOU,$920921
688,Shaq Lawson\LawsSh00,DE,BUF,$917226
689,Darron Lee\LeexDa00,OLB,NYJ,$914620
690,Hau'oli Kikaha\KikaHa00,OLB,NOR,$913755
691,Will Fuller\FullWi01,WR,HOU,$912014
692,Antonio Brown\BrowAn04,WR,PIT,$910000
693,Jack Mewhort\MewhJa00,OT,IND,$907337
694,Josh Doctson\DoctJo00,WR,WAS,$906802
695,Eric Kendricks\KendEr00,ILB,MIN,$903720
696,Laquon Treadwell\TreaLa00,WR,MIN,$901590
697,Tramaine Brock\BrocTr00,DB,MIN,$900000
,Tavon Wilson\WilsTa00,FS,DET,$900000
,Connor Barth\barthco01,K,CHI,$900000
,Jon Weeks\WeekJo00,C,HOU,$900000
,Nick Sundberg\SundNi00,C,WAS,$900000
,Alterraun Verner\VernAl99,DB,MIA,$900000
,Garrison Sanborn\SanbGa00,C,TAM,$900000
,Latavius Murray\MurrLa00,RB,MIN,$900000
,J.J. Jansen\JansJ.00,C,CAR,$900000
,Brett Goode\GoodBr99,LB,GNB,$900000
,Chandler Catanzaro\CataCh00,K,NYJ,$900000
,Martellus Bennett\BennMa00,TE,2TM,$900000
,Sam Young\YounSa21,T,MIA,$900000
,Lamarr Houston\HousLa99,DT,2TM,$900000
,Jamaal Charles\CharJa00,RB,DEN,$900000
,Lawrence Guy\GuyxLa00,DT,NWE,$900000
,John Sullivan\SullJo24,C,LAR,$900000
,Matt Slater\SlatMa00,WR,NWE,$900000
,Evander Hood\HoodEv99,DT,WAS,$900000
,Frank Zombo\ZombFr00,LB,KAN,$900000
,Brandon Tate\TateBr00,WR,BUF,$900000
,Roy Miller\MillRo99,DT,KAN,$900000
,Blaine Gabbert\GabbBl00,QB,ARI,$900000
,Glover Quin\QuinGl99,DB,DET,$900000
,Colt Anderson\AndeCo01,DB,BUF,$900000
,Caleb Sturgis\SturCa00,K,PHI,$900000
,John Denney\DennJo20,DE-C,MIA,$900000
,Chase Daniel\DaniCh00,QB,NOR,$900000
,Darren McFadden\McFaDa00,RB,DAL,$900000
,Mike Windt\WindMi00,C,LAC,$900000
,Lardarius Webb\WebbLa99,DB,BAL,$900000
,Rey Maualuga\MauaRe99,LB,MIA,$900000
,Eric Berry\BerrEr99,DB,KAN,$900000
,Mike Tolbert\TolbMi00,RB,BUF,$900000
,Anthony Levine\LeviAn00,S,BAL,$900000
,Captain Munnerlyn\MunnCa99,DB,CAR,$900000
,Ramon Humber\HumbRa00,LB,BUF,$900000
,Kendall Langford\LangKe98,DE,HOU,$900000
,Joe Webb\WebbJo00,WR,BUF,$900000
,LeGarrette Blount\BlouLe00,RB,PHI,$900000
,Morgan Cox\CoxxMo00,C,BAL,$900000
,Demario Davis\DaviDe00,OLB,NYJ,$900000
,Phillip Supernaw\SupePh00,TE,TEN,$900000
740,Allen Robinson\RobiAl02,WR,JAX,$898755
741,Jarvis Landry\LandJa00,WR,MIA,$893852
742,Justin Britt\BritJu00,OT,SEA,$891400
743,William Jackson\JackWi02,CB,CIN,$891166
744,Michael Floyd\FloyMi00,WR,MIN,$887058
745,Artie Burns\BurnAr00,CB,PIT,$885954
746,Darryl Tapp\TappDa20,DE,TAM,$882353
747,Jeremy Hill\HillJe01,RB,CIN,$881855
748,Paxton Lynch\LyncPa00,QB,DEN,$880741
749,Eric Rowe\RoweEr00,CB,NWE,$878623
750,Kenny Clark\ClarKe01,DT,GNB,$875529
751,Ryan Griffin\GrifRy00,TE,HOU,$875000
752,Jason Verrett\VerrJa00,CB,LAC,$860000
753,Colton Schmidt\SchmCo00,P,BUF,$850000
,LaRoy Reynolds\ReynLa00,LB,ATL,$850000
,Chris Banjo\BanjCh00,S,NOR,$850000
,Nate Palmer\PalmNa01,LB,TEN,$850000
,Vlad Ducasse\DucaVl20,G,BUF,$850000
,Matt Tobin\TobiMa00,T,SEA,$850000
,Fozzy Whittaker\WhitFo00,RB,CAR,$850000
,Manti Te'o\TeoxMa00,ILB,NOR,$850000
761,Chris Johnson\JohnCh04,RB,ARI,$847059
762,Nate Orchard\OrchNa00,OLB,CLE,$841028
763,Robert Nkemdiche\NkemRo00,DT,ARI,$840936
764,Keith Tandy\TandKe00,S,TAM,$840000
765,Devin Funchess\FuncDe00,WR,CAR,$836900
766,Mitch Morse\MorsMi00,OT,KAN,$834826
767,Denzel Perryman\PerrDe00,ILB,LAC,$831724
768,Vernon Butler\ButlVe00,DT,CAR,$831660
769,Jordan Phillips\PhilJo01,DT,MIA,$831628
770,Germain Ifedi\IfedGe00,OT,SEA,$825687
771,Nate Ebner\EbneNa00,DB,NWE,$825000
772,Carlos Hyde\HydeCa00,RB,SFO,$822047
773,Jimmy Garoppolo\GaroJi00,QB,SFO,$820077
774,Kony Ealy\EalyKo00,DE,NYJ,$803660
775,Maxx Williams\WillMa04,TE,BAL,$803431
776,Ronald Darby\DarbRo00,CB,PHI,$800426
777,Neiko Thorpe\ThorNe00,DB,SEA,$800000
,Lance Kendricks\KendLa00,TE,GNB,$800000
,Bradley McDougald\McDoBr01,FS,SEA,$800000
,LaAdrian Waddle\WaddLa01,T,NWE,$800000
,Joe Looney\LoonJo01,G,DAL,$800000
,Kevin Minter\MintKe00,ILB,CIN,$800000
,Shareece Wright\WrigSh00,DB,BUF,$800000
,James Develin\DeveJa00,RB,NWE,$800000
,Robert Turbin\TurbRo00,RB,IND,$800000
,Andre Holmes\HolmAn00,WR,BUF,$800000
