Rk,Player,Pos,Tm,Cap Hit
,Chris Odom\OdomCh00,DE,GNB,$465000
,Mike Hilton\HiltMi01,CB,PIT,$465000
,Max McCaffrey\McCaMa01,WR,JAX,$465000
,John Ross\RossJo00,WR,CIN,$465000
,Steve Longa\LongSt01,LB,DET,$465000
,Sam Tevi\TeviSa00,OT,LAC,$465000
,Rodney Adams\AdamRo01,WR,MIN,$465000
,Conor McDermott\McDeCo00,OT,BUF,$465000
,Josh Harvey-Clemons\HarvJo01,SS,WAS,$465000
,Jamal Carter\CartJa02,S,DEN,$465000
,Elijah McGuire\McGuEl00,RB,NYJ,$465000
,D.J. Jones\JoneD.01,DT,SFO,$465000
,Blair Brown\BrowBl00,ILB,JAX,$465000
,Reuben Foster\FostRe00,ILB,SFO,$465000
,Tion Green\GreeTi00,RB,DET,$465000
,Samson Ebukam\EbukSa00,OLB,LAR,$465000
,ArDarius Stewart\StewAr00,WR,NYJ,$465000
,Michael Roberts\RobeMi01,TE,DET,$465000
,Eli Ankou\AnkoEl00,DT,JAX,$465000
,Jarrad Davis\DaviJa01,ILB,DET,$465000
,Jermaine Eluemunor\ElueJe00,OG,BAL,$465000
,TreDavious White\WhitTr01,CB,BUF,$465000
,Tanzel Smart\SmarTa00,DT,LAR,$465000
,Derek Barnett\BarnDe01,DE,PHI,$465000
,Kevin King\KingKe01,CB,GNB,$465000
,JuJu Smith-Schuster\SmitJu00,WR,PIT,$465000
,Caleb Brantley\BranCa00,DT,CLE,$465000
,Kasey Redfern\RedfKa00,P,DET,$465000
,Zane Gonzalez\GonzZa00,K,CLE,$465000
,Jalen Myrick\MyriJa00,CB,JAX,$465000
,Tanoh Kpassagnon\KpasTa00,DE,KAN,$465000
,Jerald Hawkins\HawkJe00,OT,PIT,$465000
,Dawuane Smoot\SmooDa00,DE,JAX,$465000
,Jabrill Peppers\PeppJa00,SS,CLE,$465000
,Chase Allen\AlleCh02,LB,MIA,$465000
,Takkarist McKinley\McKiTa00,OLB,ATL,$465000
,Charles Washington\WashCh01,DB,DET,$465000
,Thomas Hennessy\HennTh00,LS,NYJ,$465000
,Quincy Wilson\WilsQu01,CB,IND,$465000
,Chuck Clark\ClarCh00,FS,BAL,$465000
,Ukeme Eligwe\EligUk00,OLB,KAN,$465000
,Joe Mixon\MixoJo00,RB,CIN,$465000
,Chad Wheeler\WheeCh00,OT,NYG,$465000
,Deyshawn Bond\BondDe01,C,IND,$465000
,Mack Hollins\HollMa00,WR,PHI,$465000
,Teez Tabor\TaboTe00,CB,DET,$465000
,Eddie Vanderdoes\VandEd00,DT,OAK,$465000
,Mitchell Loewen\LoewMi00,DE,NOR,$465000
,Trent Taylor\TaylTr02,WR,SFO,$465000
,Justin Vogel\VogeJu00,P,GNB,$465000
,Calvin Munson\MunsCa00,OLB,NYG,$465000
,George Kittle\KittGe00,TE,SFO,$465000
,Evan Dietrich-Smith\DietEv00,G,TAM,$465000
,Tedric Thompson\ThomTe00,SS,SEA,$465000
,Carlos Watkins\WatkCa00,DT,HOU,$465000
,Sean Culkin\CulkSe00,TE,LAC,$465000
,Hardy Nickerson\NickHa02,ILB,CIN,$465000
,Amara Darboh\DarbAm00,WR,SEA,$465000
,Jeremiah Ledbetter\LedbJe00,DT,DET,$465000
,Xavier Woods\WoodXa00,SS,DAL,$465000
,Justin Evans\EvanJu00,SS,TAM,$465000
,Christian McCaffrey\McCaCh01,RB,CAR,$465000
,Zach Banner\BannZa00,OG,CLE,$465000
,O.J. Howard\HowaO.00,TE,TAM,$465000
,Montravius Adams\AdamMo00,DT,GNB,$465000
,Tarell Basham\BashTa00,DE,IND,$465000
,Jehu Chesson\ChesJe00,WR,KAN,$465000
,Torry McTyer\McTyTo00,CB,MIA,$465000
,Deatrich Wise Jr.\WiseDe00,DE,NWE,$465000
,Trae Elston\ElstTr01,DB,2TM,$465000
,Marcus Maye\MayeMa00,FS,NYJ,$465000
,Kenny Moore\MoorKe03,CB,IND,$465000
,C.J. Ham\HamxC.00,RB,MIN,$465000
,Dion Dawkins\DawkDi00,OG,BUF,$465000
,Kendrick Bourne\BourKe00,WR,SFO,$465000
,Giorgio Tavecchio\TaveGi00,K,OAK,$465000
,Taylor Moton\MotoTa00,OT,CAR,$465000
,Desmond King\KingDe01,FS,LAC,$465000
,Jonnu Smith\SmitJo01,TE,TEN,$465000
,Haason Reddick\ReddHa00,OLB,ARI,$465000
,Aaron Jones\JoneAa00,RB,GNB,$465000
,Kenny Golladay\GollKe00,WR,DET,$465000
,Tre Madden\MaddTr01,RB,SEA,$465000
,Brian Allen\AlleBr01,CB,PIT,$465000
,Derrick Jones\JoneDe02,CB,NYJ,$465000
,Danny Isidora\IsidDa00,OG,MIN,$465000
,Zay Jones\JoneZa00,WR,BUF,$465000
,T.J. Watt\WattT.00,OLB,PIT,$465000
,Carl Lawson\LawsCa00,DE,CIN,$465000
,Ethan Pocic\PociEt00,C,SEA,$465000
,Tyrique Jarrett\JarrTy00,DT,DEN,$465000
,Cam Robinson\RobiCa00,OT,JAX,$465000
,Devante Bond\BondDe00,OLB,TAM,$465000
,Jacob Hollister\HollJa03,TE,NWE,$465000
,Eddie Yarbrough\YarbEd01,DE,BUF,$465000
,Ryan Switzer\SwitRy00,WR,DAL,$465000
,Adam Butler\ButlAd00,DT,NWE,$465000
,Lorenzo Jerome\JeroLo00,DB,SFO,$465000
,Tanner Gentry\GentTa00,WR,CHI,$465000
,Jeremiah Valoaga\ValoJe00,DE,DET,$465000
,Tyus Bowser\BowsTy00,OLB,BAL,$465000
,Taywan Taylor\TaylTa00,WR,TEN,$465000
,Ryan Glasgow\GlasRy00,DT,CIN,$465000
,James Conner\ConnJa00,RB,PIT,$465000
,Alex Barrett\BarrAl00,DE,DET,$465000
,Kasen Williams\WillKa02,WR,CLE,$465000
,Maurice Smith\SmitMa04,FS,MIA,$465000
,Kendell Beckwith\BeckKe00,ILB,TAM,$465000
,Rasul Douglas\DougRa00,CB,PHI,$465000
,D'Onta Foreman\ForeDO00,RB,HOU,$465000
,Solomon Thomas\ThomSo00,DE,SFO,$465000
,Jonathan Allen\AlleJo01,DT,WAS,$465000
,Josh Jones\JoneJo06,S,GNB,$465000
,Montae Nicholson\NichMo00,SS,WAS,$465000
,Treyvon Hester\HestTr00,DT,OAK,$465000
,Matt Milano\MilaMa00,OLB,BUF,$465000
,Jaylen Hill\HillJa01,CB,BAL,$465000
,Pat Elflein\ElflPa00,C,MIN,$465000
,Chris Wormley\WormCh00,DT,BAL,$465000
,Antony Auclair\AuclAn00,TE,TAM,$465000
,Joshua Holsey\HolsJo01,CB,WAS,$465000
,Jordan Evans\EvanJo01,ILB,CIN,$465000
,Shelton Gibson\GibsSh00,WR,PHI,$465000
,Chris Godwin\GodwCh00,WR,TAM,$465000
,Shane Smith\SmitSh02,FB,NYG,$465000
,Cethan Carter\CartCe00,TE,CIN,$465000
,Jalen Reeves-Maybin\ReevJa00,OLB,DET,$465000
,Taco Charlton\CharTa00,DE,DAL,$465000
,Nazair Jones\JoneNa00,DT,SEA,$465000
,Deshaun Watson\WatsDe00,QB,HOU,$465000
,Julie'n Davenport\DaveJu00,OT,HOU,$465000
,Alex Anzalone\AnzaAl00,OLB,NOR,$465000
,Matt Haack\HaacMa00,P,MIA,$465000
,Myles Garrett\GarrMy00,DE,CLE,$465000
,Keelan Cole\ColeKe00,WR,JAX,$465000
,Gerald Everett\EverGe00,TE,LAR,$465000
,Pita Taumoepenu\TaumPi00,OLB,SFO,$465000
,Austin Carr\CarrAu00,WR,NOR,$465000
,DeMarcus Walker\WalkDe03,DE,DEN,$465000
,Rigoberto Sanchez\SancRi00,K,IND,$465000
,Mike Williams\WillMi07,WR,LAC,$465000
,Dylan Donahue\DonaDy00,DL,NYJ,$465000
,Elijhaa Penny\PennEl00,RB,ARI,$465000
,Trey Hendrickson\HendTr00,DE,NOR,$465000
,Jeremy Sprinkle\SpriJe00,TE,WAS,$465000
,Mitch Trubisky\TrubMi00,QB,CHI,$465000
,Roy Robertson-Harris\RobeRo00,LB,CHI,$465000
1743,Orlando Franklin\FranOr00,OL,WAS,$455882
,Sean Weatherspoon\WeatSe99,LB,ATL,$455882
,Gavin Escobar\EscoGa00,TE,BAL,$455882
,Jonathan Freeny\FreeJo01,DE,3TM,$455882
1747,Khyri Thornton\ThorKh00,DT,DET,$452941
1748,Jacquies Smith\SmitJa01,DE,2TM,$446471
1749,Curtis Grant\GranCu01,LB,NYG,$437648
1750,Evan Baylis\BaylEv00,TE,HOU,$437647
,Lawrence Thomas\ThomLa04,DE,NYJ,$437647
,Michael Davis\DaviMi03,,LAC,$437647
,Mike Davis\DaviMi01,RB,SEA,$437647
,Elijah Lee\LeexEl00,OLB,SFO,$437647
,Adam Pankey\PankAd00,OG,GNB,$437647
,Tony McRae\McRaTo00,CB,2TM,$437647
1757,Kelvin Sheppard\ShepKe00,LB,NYG,$423529
1758,Louis Murphy\MurpLo00,WR,SFO,$423528
1759,Jordan Lucas\LucaJo00,SS,MIA,$421941
1760,Scooby Wright\WrigSc00,ILB,ARI,$412945
,Chris Reed\ReedCh00,G,JAX,$412945
,Deon King\KingDe00,LB,CLE,$412945
1763,Bryce Treggs\TregBr00,WR,CLE,$412941
,Branden Jackson\JackBr04,DE,SEA,$412941
,Quinton Jefferson\JeffQu00,DT,SEA,$412941
,Mike Thomas\ThomMi04,WR,LAR,$412941
1767,Jordan Leslie\LeslJo00,WR,CLE,$410295
,Reggie Porter\PortRe01,CB,CLE,$410295
1769,Alex Armah\ArmaAl00,FB,CAR,$410294
,Devin Taylor\TaylDe00,DE,NYG,$410294
,Ricky Seals-Jones\SealRi00,WR,ARI,$410294
,T.J. Yates\YateT.00,QB,HOU,$410294
,Matt Skura\SkurMa01,C,BAL,$410294
,Justin Hardee\HardJu01,WR,NOR,$410294
,Travaris Cadet\CadeTr00,RB,2TM,$410294
,Don Barclay\BarcDo00,G,DET,$410294
1777,Robert Nelson\NelsRo00,FS,NYJ,$405882
1778,David Fales\FaleDa00,QB,MIA,$405880
1779,Jairus Byrd\ByrdJa99,DB,CAR,$404648
1780,Josh Lambo\LambJo00,K,JAX,$397941
,Michael Ola\OlaxMi00,T,LAC,$397941
1782,A.J. Francis\FranA.00,DL,WAS,$397936
1783,Aaron Wallace\WallAa00,OLB,TEN,$383824
1784,Chris Thompson\ThomCh05,WR,HOU,$382942
,Chris Thompson\ThomCh03,RB,WAS,$382942
1786,Harrison Butker\ButkHa00,K,KAN,$382941
,Taybor Pepper\PeppTa00,LS,GNB,$382941
,Bryan Cox\CoxxBr01,DE,CAR,$382941
1789,Darnell Sankey\SankDa00,LB,IND,$381176
,Shilique Calhoun\CalhSh00,DE,OAK,$381176
,Patrick Murray\MurrPa01,K,TAM,$381176
,Justin March-Lillard\MarcJu00,LB,3TM,$381176
1793,Will Beatty\BeatWi20,T,PHI,$370588
,Dannell Ellerbe\ElleDa99,LB,PHI,$370588
1795,Cam Thomas\ThomCa99,DT,KAN,$370587
1796,Brenton Bersin\BersBr00,WR,CAR,$365292
1797,Jeff Cumberland\CumbJe00,TE,LAC,$364706
1798,Deiondre' Hall\HallDe02,CB,CHI,$363000
,Maurice Canady\CanaMa00,CB,BAL,$363000
,Ronald Blair\BlaiRo00,DE,SFO,$363000
1801,Arie Kouandjio\KouaAr00,OG,WAS,$361765
,Trevor Reilly\ReilTr00,OLB,NWE,$361765
1803,Isaiah Johnson\JohnIs00,S,TAM,$355589
,Jon Halapio\HalaJo00,OG,NYG,$355589
1805,Isaiah Irving\IrviIs00,OLB,CHI,$355588
,Henry Krieger-Coble\KrieHe00,TE,IND,$355588
,Greg Mabin\MabiGr00,CB,2TM,$355588
,Kyle Kalis\KaliKy00,OG,IND,$355588
1809,Darrelle Revis\ReviDa99,DB,KAN,$352941
1810,Jermaine Whitehead\WhitJe02,DB,GNB,$349415
,Joe Callahan\CallJo00,QB,GNB,$349415
,Richard Ash\AshxRi00,DT,DAL,$349415
1813,Daniel Lasco\LascDa00,RB,NOR,$349412
1814,Jeremy Clark\ClarJe04,CB,NYJ,$348000
,Marquez Williams\WillMa09,FB,CLE,$348000
,Vince Biegel\BiegVi00,OLB,GNB,$348000
,Cameron Sutton\SuttCa00,CB,PIT,$348000
,Dede Westbrook\WestDe00,WR,JAX,$348000
,Obi Melifonwu\MeliOb00,SS,OAK,$348000
1820,Adam Bighill\BighAd00,LB,NOR,$328236
,Tani Tupou\TupoTa01,DT,ATL,$328236
,Marvin Hall\HallMa02,WR,ATL,$328236
,Donte Deayon\DeayDo01,DB,NYG,$328236
1824,Travis Rudolph\RudoTr00,WR,NYG,$328235
,Ed Eagan\EagaEd00,WR,NYG,$328235
,Marcus Kemp\KempMa00,WR,KAN,$328235
,Cole Hikutini\HikuCo00,TE,SFO,$328235
,Xavier Coleman\ColeXa00,CB,NYJ,$328235
1829,Josh Keyes\KeyeJo00,LB,2TM,$325588
,Angelo Blackson\BlacAn00,DT,HOU,$325588
,Tyreek Burwell\BurwTy00,T,IND,$325588
,Xavier Cooper\CoopXa00,DT,2TM,$325588
1833,Cyrus Kouandjio\KouaCy00,OT,DEN,$324706
1834,Harlan Miller\MillHa00,CB,ARI,$319118
,Akeem Ayers\AyerAk00,LB,NYG,$319118
1836,Joshua Perry\PerrJo01,OLB,IND,$317647
,Matt Lengel\LengMa00,TE,CLE,$317647
1838,Jaydon Mickens\MickJa01,WR,JAX,$300883
,Nathan Gerry\GerrNa00,SS,PHI,$300883
,Elijah Wilkinson\WilkEl00,OT,DEN,$300883
,Jerrol Garcia-Williams\GarcJe01,LB,DEN,$300883
,Hunter Sharp\SharHu01,WR,2TM,$300883
1843,Nick Rose\RoseNi00,K,2TM,$300882
1844,Ray-Ray Armstrong\ArmsRa01,LB,2TM,$294118
1845,Freddie Martino\MartFr00,WR,TAM,$289408
1846,D.J. White\WhitD.00,CB,IND,$285882
,Nate Sudfeld\SudfNa00,QB,PHI,$285882
1848,Jace Billingsley\BillJa00,WR,DET,$273530
,Dan Skipper\SkipDa00,OT,DET,$273530
,Kevin Snyder\SnydKe00,LB,DEN,$273530
,Blake Jarwin\JarwBl00,TE,DAL,$273530
1852,Elijah Hood\HoodEl00,RB,OAK,$273529
1853,Ben Braunecker\BrauBe00,TE,CHI,$254120
,Joey Mbu\MbuxJo01,NT,IND,$254120
1855,Max Tuerk\TuerMa00,C,ARI,$254118
1856,Zach Vigil\VigiZa00,ILB,WAS,$253235
1857,Terrence Magee\MageTe00,RB,ATL,$253232
,Deiontrez Mount\MounDe00,OLB,DEN,$253232
1859,Donatello Brown\BrowDo02,CB,GNB,$246177
,Marshall Koehn\KoehMa00,K,CIN,$246177
,Darrell Williams\WillDa08,OL,SFO,$246177
,Bryson Albright\AlbrBr00,LB,ARI,$246177
,Derek Hart\HartDe01,LS,GNB,$246177
1864,Cairo Santos\SantCa01,K,2TM,$243529
,Fitzgerald Toussaint\TousFi00,RB,PIT,$243529
,Demetrius Rhaney\RhanDe00,C,WAS,$243529
1867,Mike Nugent\nugenmik01,K,2TM,$235294
1868,Tim Barnes\BarnTi01,C,SFO,$227941
,Datone Jones\JoneDa03,DE,2TM,$227941
,Chris Prosinski\ProsCh00,DB,CHI,$227941
1871,Joe Kerridge\KerrJo00,FB,GNB,$222353
,Vinston Painter\PainVi00,OT,ARI,$222353
,Kalif Raymond\RaymKa00,WR,2TM,$222353
,Byron Marshall\MarsBy01,RB,WAS,$222353
1875,Johnny Mundt\MundJo00,TE,LAR,$218824
,Jojo Natson\NatsJo00,WR,NYJ,$218824
,Joseph Jones\JoneJo05,OLB,DEN,$218824
,Brandon Banks\BankBr01,DL,WAS,$218824
,Darius Hillary\HillDa02,CB,CLE,$218824
,Chunky Clements\ClemCh00,DT,HOU,$218824
,Maurice Harris\HarrMa05,WR,WAS,$218824
,Brandon Wilson\WilsBr01,CB,CIN,$218824
,Lewis Neal\NealLe00,DE,DAL,$218824
,Josh Forrest\ForrJo00,ILB,SEA,$218824
,Daniel Ross\RossDa02,DT,DAL,$218824
,Zach Sterup\SterZa00,OL,MIA,$218824
,Josh Tupou\TupoJo00,DT,CIN,$218824
1888,Howard Jones\JoneHo01,LB,CHI,$217059
,Neville Hewitt\HewiNe00,LB,MIA,$217059
,Dexter McDougle\McDoDe00,CB,2TM,$217059
1891,Orson Charles\CharOr00,TE,KAN,$202940
1892,Austin Traylor\TrayAu00,TE,DEN,$191471
,Colin Holba\HolbCo00,LS,JAX,$191471
,Larry Pinkard\PinkLa00,WR,JAX,$191471
1895,Cobi Hamilton\HamiCo00,WR,HOU,$190590
1896,Christian Ringo\RingCh00,DE,DET,$190588
1897,Spencer Paysinger\PaysSp00,LB,CAR,$182353
1898,Bradley Marquez\MarqBr00,WR,DET,$180882
1899,Khalif Barnes\BarnKh20,T,ARI,$176471
1900,Pete Robertson\RobePe01,LB,WAS,$164118
,LeShun Daniels\DaniLe00,RB,WAS,$164118
,Jason Vander Laan\VandJa00,TE,IND,$164118
,Kevin Peterson\PeteKe01,CB,LAR,$164118
,Eric Lee\LeexEr00,LB,NWE,$164118
,Justin Currie\CurrJu00,S,CLE,$164118
,David Moore\MoorDa03,WR,SEA,$164118
1907,Carlos Thompson\ThomCa02,LB,LAR,$158825
,Bronson Hill\HillBr01,RB,ARI,$158825
,Brandon Dixon\DixoBr00,CB,NYG,$158825
,Gabe Martin\MartGa00,LB,ARI,$158825
1911,Bryan Braman\BramBr00,LB,PHI,$158824
,Nic Grigsby\GrigNi01,LB,NWE,$158824
,Anthony Fabiano\FabiAn00,OL,IND,$158824
1914,MyCole Pruitt\PruiMy00,TE,HOU,$144706
,Anthony Johnson\JohnAn04,DT,IND,$144706
,Cameron Lynch\LyncCa00,LB,2TM,$144706
1917,Bernard Reedy\ReedBe01,WR,2TM,$136765
,Marcus Rios\RiosMa00,CB,DEN,$136765
,Mike Liedtke\LiedMi00,OL,TAM,$136765
,Cameron Malveaux\MalvCa00,DE,MIA,$136765
,Carroll Phillips\PhilCa00,OLB,JAX,$136765
,Gimel President\PresGi00,DE,HOU,$136765
,De'Veon Smith\SmitDe06,RB,MIA,$136765
,Michael Clark\ClarMi00,WR,GNB,$136765
,Arthur Maulet\MaulAr00,CB,NOR,$136765
,Isaac Whitney\WhitIs00,WR,OAK,$136765
,Chad Slade\SladCh01,G,HOU,$136765
,Rodney Coe\CoexRo00,DT,SEA,$136765
,Jeremy McNichols\McNiJe00,RB,SFO,$136765
,K.J. Brent\BrenK.00,WR,IND,$136765
,Jesus Wilson\WilsJe00,WR,TAM,$136765
,Garrett Griffin\GrifGa00,TE,NOR,$136765
,Pat O'Connor\OConPa00,DE,TAM,$136765
,LaTroy Lewis\LewiLa01,LB,HOU,$136765
,Travis Coons\CoonTr00,K,LAC,$136765
,Lavar Edwards\EdwaLa00,DE,CLE,$136765
1937,Stanley Jean-Baptiste\JeanSt00,CB,BAL,$127060
1938,Darius Powe\PoweDa02,WR,NYG,$127059
1939,Keith Reaser\ReasKe00,CB,2TM,$121765
1940,Robert Davis\DaviRo00,WR,WAS,$109412
,Nordly Capi\CapiNo00,LB,2TM,$109412
,Rashaad Coward\CowaRa00,DT,CHI,$109412
,DeAndrew White\WhitDe01,WR,HOU,$109412
,Justin Hamilton\HamiJu00,DT,2TM,$109412
1945,Isaiah Johnson\JohnIs01,DB,LAR,$108529
,Taylor Heinicke\HeinTa00,QB,HOU,$108529
1947,Kapri Bibbs\BibbKa00,RB,WAS,$108528
1948,John Phillips\PhilJo00,TE,NOR,$105882
1949,Kyle Carter\CartKy01,TE,MIN,$100800
1950,C.J. Smith\SmitC.00,CB,CLE,$95294
,Tyvis Powell\PoweTy01,FS,SFO,$95294
,Gabe Holmes\HolmGa00,TE,ARI,$95294
,Paul Dawson\DawsPa00,OLB,SEA,$95294
,Matt Hazel\HazeMa01,WR,IND,$95294
1955,Cameron Lee\LeexCa01,G,CHI,$93600
1956,Kache Palacio\PalaKa00,LB,SEA,$82059
,Otha Peters\PeteOt00,LB,WAS,$82059
,Breon Borders\BordBr00,CB,BUF,$82059
,Brandon Bell\BellBr01,OLB,CIN,$82059
,Leon McQuay\McQuLe01,S,KAN,$82059
,Jarveon Williams\WillJa07,HB,CIN,$82059
,Dymonte Thomas\ThomDy01,SS,DEN,$82059
,Ryan Murphy\MurpRy00,FS,NYG,$82059
,Riley Bullough\BullRi00,ILB,TAM,$82059
,Matt LaCosse\LaCoMa00,TE,2TM,$82059
,Isaac Rochell\RochIs00,DE,LAC,$82059
1967,Caraun Reid\ReidCa00,DT,DET,$81176
1968,Ronald Martin\MartRo02,S,IND,$72353
,James Stone\StonJa02,C,OAK,$72353
,David Quessenberry\QuesDa00,OT,HOU,$72353
1971,Channing Ward\WardCh00,DE,TAM,$63529
,Michael Hunter\HuntMi00,CB,NYG,$63529
1973,James Harrison\HarrJa23,LB,2TM,$58824
,Tony McDaniel\McDaTo20,DT,2TM,$58824
1975,Fish Smithson\SmitFi00,S,WAS,$54706
,Pharaoh Brown\BrowPh01,TE,OAK,$54706
,Andy Jones\JoneAn01,WR,2TM,$54706
,Brett Boyko\BoykBr01,T,LAC,$54706
,Dare Ogunbowale\OgunDa00,RB,WAS,$54706
,Reggie Gilbert\GilbRe01,LB,GNB,$54706
,Brady Sheldon\ShelBr01,LB,OAK,$54706
,Ryan Malleck\MallRy02,TE,HOU,$54706
,David Rivers\RiveDa00,CB,TAM,$54706
,Kent Perkins\PerkKe00,OT,CIN,$54706
,Mose Frazier\FrazMo00,WR,CAR,$54706
,Sam Ficken\FickSa01,K,LAR,$54706
1987,Krishawn Hogan\HogaKr00,WR,IND,$38294
1988,Edmond Robinson\RobiEd00,OLB,NYJ,$36176
,Marcus Murphy\MurpMa03,RB,BUF,$36176
1990,Hakeem Valles\VallHa00,TE,DET,$31765
,Marquis Bundy\BundMa00,WR,NYG,$31765
1992,Derrick Mathews\MathDe00,LB,NYG,$27353
,Rickey Hatley\HatlRi00,DT,BUF,$27353
,Emanuel Byrd\ByrdEm00,TE,GNB,$27353
,Aaron Neary\NearAa00,C,LAR,$27353
,Garrett Sickels\SickGa00,DE,LAR,$27353
,Jeff Overbaugh\OverJe00,LS,MIN,$27353
,Quincy Adeboyejo\AdebQu00,WR,BAL,$27353
